user_id,loan_status,age,bank_cards_count,remote_transaction_months,internet_transaction_avg,financial_transaction_months,financial_transaction_avg_amount,max_loan_amount_180_days,min_loan_amount_180_days,apply_loan_company_number,created_at,updated_at
1277,Charged Off,,8.0,,,,5484.86,35000.0,35000.0,3.0,2015-09-01,Mar-2016
1278,Fully Paid,,11.0,,,,1266.29,1200.0,1200.0,1.0,2015-09-01,Mar-2016
1279,Fully Paid,,10.0,,,,2210.6130062751,2000.0,2000.0,0.0,2015-09-01,Oct-2017
1280,Fully Paid,,17.0,,,9.0,12098.94,12000.0,12000.0,2.0,2015-09-01,Oct-2015
1281,Fully Paid,,4.0,,,15.0,11057.4095625176,10000.0,10000.0,0.0,2015-09-01,Aug-2017
1282,Fully Paid,,25.0,,,,37783.6865861696,35000.0,35000.0,0.0,2015-09-01,May-2017
1283,Fully Paid,,23.0,,,8.0,19874.770002523703,18000.0,18000.0,1.0,2015-09-01,Jun-2016
1284,Fully Paid,,11.0,,,,5369.5700004261,5100.0,5100.0,2.0,2015-09-01,Jun-2016
1285,Fully Paid,,25.0,,,31.0,8902.8124791144,8000.0,8000.0,1.0,2015-09-01,Aug-2018
1286,Fully Paid,,18.0,,,12.0,7191.8700005742,7000.0,7000.0,0.0,2015-09-01,Mar-2016
1287,Fully Paid,,11.0,,,,12476.5449657742,11800.0,11800.0,0.0,2015-09-01,Oct-2017
1288,Charged Off,,6.0,,,,12302.8,14800.0,14800.0,0.0,2015-09-01,Sep-2017
1289,Fully Paid,,18.0,,,28.0,28942.9531418113,26400.0,26400.0,0.0,2015-09-01,Jul-2018
1290,Fully Paid,,23.0,,,61.0,12893.2100002876,12000.0,12000.0,2.0,2015-09-01,Apr-2016
1291,Current,,29.0,,,77.0,13539.72,15000.0,15000.0,0.0,2015-09-01,Feb-2019
1292,Fully Paid,,6.0,,,15.0,12702.5634270655,10000.0,10000.0,0.0,2015-09-01,Jan-2019
1293,Current,,6.0,,,,15273.48,18000.0,18000.0,0.0,2015-09-01,Mar-2019
1294,Fully Paid,,7.0,,,,5540.2,5200.0,5200.0,2.0,2015-09-01,Jul-2016
1295,Fully Paid,,15.0,,,37.0,13256.6402399008,12000.0,12000.0,0.0,2015-09-01,Oct-2017
1296,Fully Paid,,9.0,,,,16271.5598637666,15000.0,15000.0,0.0,2015-09-01,Mar-2017
1297,Current,,7.0,,,,13685.78,15000.0,15000.0,0.0,2015-09-01,Mar-2019
1298,Charged Off,,15.0,,,15.0,11669.11,16000.0,16000.0,0.0,2015-09-01,Oct-2017
1299,Fully Paid,,6.0,,,,9625.8470616054,7875.0,7875.0,1.0,2015-09-01,Mar-2018
1300,Fully Paid,,13.0,,,,31059.8092308681,25200.0,25200.0,2.0,2015-09-01,May-2018
1301,Fully Paid,,11.0,,,,35727.78,35000.0,35000.0,0.0,2015-09-01,Dec-2015
1302,Charged Off,,22.0,,,75.0,12678.12,25600.0,25600.0,0.0,2015-09-01,Feb-2016
1303,Charged Off,,10.0,,,77.0,13704.36,20250.0,20250.0,0.0,2015-09-01,Jan-2017
1304,Charged Off,,13.0,,,,25350.51,25000.0,25000.0,0.0,2015-09-01,Jan-2018
1305,Charged Off,,9.0,,,,2776.35,10500.0,10500.0,1.0,2015-09-01,Apr-2016
1306,Fully Paid,,10.0,,,,15900.2182207303,14400.0,14400.0,0.0,2015-09-01,Jun-2017
1307,Fully Paid,,9.0,,,,4599.7245918904,4400.0,4400.0,0.0,2015-09-01,Feb-2017
1308,Fully Paid,,22.0,,,,12066.6196322255,10000.0,10000.0,0.0,2015-09-01,Aug-2018
1309,Charged Off,,7.0,,,,4370.26,12000.0,12000.0,0.0,2015-09-01,Sep-2016
1310,Fully Paid,,7.0,,,60.0,7006.2991495752,6000.0,6000.0,0.0,2015-09-01,Jul-2017
1311,Fully Paid,,11.0,,,,13495.5688710272,10875.0,10875.0,0.0,2015-09-01,Sep-2018
1312,Fully Paid,,20.0,,,22.0,16591.36,15000.0,15000.0,0.0,2015-09-01,Aug-2016
1313,Charged Off,,5.0,,,36.0,7632.47,9000.0,9000.0,0.0,2015-09-01,Jan-2018
1314,Fully Paid,,10.0,,,,18785.0568481154,16000.0,16000.0,3.0,2015-09-01,Apr-2018
1315,Fully Paid,,13.0,,,65.0,12138.41,12000.0,12000.0,0.0,2015-09-01,Jan-2016
1316,Current,,22.0,,,47.0,17433.3,20000.0,20000.0,2.0,2015-09-01,Feb-2019
1317,Fully Paid,,13.0,,,,5186.8200002279,4800.0,4800.0,1.0,2015-09-01,Aug-2016
1318,Current,,5.0,,,,13122.4,15000.0,15000.0,0.0,2015-09-01,Mar-2019
1319,Fully Paid,,14.0,,,53.0,22634.980000033906,20000.0,20000.0,0.0,2015-09-01,Oct-2016
1320,Fully Paid,,7.0,,,,2811.3560780278003,2500.0,2500.0,1.0,2015-09-01,Mar-2018
1321,Fully Paid,,5.0,,,,21214.6260650447,15000.0,15000.0,0.0,2015-09-01,Apr-2018
1322,Fully Paid,,9.0,,,,11200.8500025998,9925.0,9925.0,3.0,2015-10-01,Jun-2016
1323,Fully Paid,,10.0,,,,3296.2600190598,3000.0,3000.0,0.0,2015-09-01,Sep-2018
1324,Fully Paid,,9.0,,,,13289.0200014137,12000.0,12000.0,0.0,2015-09-01,Nov-2016
1325,Fully Paid,,12.0,,,80.0,10546.6347708039,9600.0,9600.0,0.0,2015-09-01,Aug-2018
1326,Fully Paid,,4.0,,,,9274.5400029342,8500.0,8500.0,1.0,2015-09-01,Jul-2016
1327,Fully Paid,,11.0,,,1.0,24138.1525522136,20000.0,20000.0,1.0,2015-09-01,Sep-2018
1328,Fully Paid,,15.0,,,,24000.1284588334,21600.0,21600.0,0.0,2015-09-01,Nov-2018
1329,Charged Off,,5.0,,,,10942.08,10000.0,10000.0,0.0,2015-10-01,Mar-2018
1330,Fully Paid,,14.0,,,,3991.7171410411,3350.0,3350.0,0.0,2015-09-01,Mar-2018
1331,Charged Off,,4.0,,,33.0,23647.93,24000.0,24000.0,0.0,2015-09-01,Apr-2018
1332,Fully Paid,,20.0,,,5.0,23684.971852401093,20000.0,20000.0,0.0,2015-09-01,Apr-2017
1333,Fully Paid,,17.0,,,,5956.613359665799,4800.0,4800.0,0.0,2015-09-01,Sep-2018
1334,Charged Off,,13.0,,,45.0,2713.35,4000.0,4000.0,1.0,2015-09-01,Mar-2017
1335,Fully Paid,,14.0,,,11.0,5267.5424775255,4800.0,4800.0,1.0,2015-09-01,Sep-2018
1336,Fully Paid,,12.0,,,40.0,6692.726547298001,6000.0,6000.0,1.0,2015-09-01,Sep-2018
1337,Fully Paid,,16.0,,,,10735.1800000062,10000.0,10000.0,2.0,2015-09-01,Apr-2016
1338,Current,,9.0,,,,21157.42,20000.0,20000.0,0.0,2015-09-01,Mar-2019
1339,Fully Paid,,6.0,,,,6828.5376363585,6000.0,6000.0,1.0,2015-09-01,Aug-2017
1340,Fully Paid,,8.0,,,73.0,13999.7901249895,11275.0,11275.0,0.0,2015-09-01,Oct-2018
1341,Fully Paid,,11.0,,,,37025.2020813252,26625.0,26625.0,1.0,2015-10-01,Mar-2018
1342,Fully Paid,,10.0,,,29.0,13671.0176524028,12625.0,12625.0,0.0,2015-09-01,Feb-2017
1343,Fully Paid,,25.0,,,9.0,5988.585544552099,5400.0,5400.0,1.0,2015-09-01,Sep-2018
1344,Fully Paid,,8.0,,,,28143.6062859829,24000.0,24000.0,0.0,2015-09-01,Jul-2017
1345,Fully Paid,,19.0,,,,18502.345416688506,15000.0,15000.0,1.0,2015-09-01,Sep-2018
1346,Fully Paid,,13.0,,,8.0,19767.0264548192,18000.0,18000.0,0.0,2015-09-01,Mar-2017
1347,Fully Paid,,8.0,,,,13252.210723761698,10250.0,10250.0,0.0,2015-09-01,May-2018
1348,Fully Paid,,12.0,,,,6766.3266985429,5175.0,5175.0,0.0,2015-09-01,Sep-2018
1349,Current,,7.0,,,,14597.83,16000.0,16000.0,0.0,2015-09-01,Mar-2019
1350,Current,,6.0,,,43.0,17573.09,18000.0,18000.0,0.0,2015-09-01,Mar-2019
1351,Current,,31.0,,,76.0,14474.67,14400.0,14400.0,0.0,2015-09-01,Mar-2019
1352,Fully Paid,,7.0,,,,11457.899269271498,10000.0,10000.0,0.0,2015-09-01,Apr-2018
1353,Fully Paid,,9.0,,,,15762.4700036092,15000.0,15000.0,0.0,2015-09-01,Oct-2016
1354,Fully Paid,,7.0,,,61.0,3922.1346466036,3500.0,3500.0,0.0,2015-09-01,Feb-2018
1355,Fully Paid,,6.0,,,34.0,7122.0031583904,6000.0,6000.0,2.0,2015-09-01,Sep-2018
1356,Charged Off,,9.0,,,,3012.09,5000.0,5000.0,0.0,2015-09-01,Mar-2017
1357,Fully Paid,,15.0,,,80.0,20267.7518661367,18000.0,18000.0,1.0,2015-09-01,Aug-2018
1358,Charged Off,,17.0,,,,11590.9,22200.0,22200.0,0.0,2015-09-01,Nov-2017
1359,Fully Paid,,21.0,,,,16493.988286083502,15000.0,15000.0,0.0,2015-09-01,Sep-2017
1360,Current,,11.0,,,60.0,20536.58,15000.0,15000.0,2.0,2015-09-01,Mar-2019
1361,Fully Paid,,17.0,,,56.0,1244.0901329615,1000.0,1000.0,0.0,2015-09-01,Jan-2018
1362,Charged Off,,14.0,,,11.0,18129.96,35000.0,35000.0,3.0,2015-09-01,Jun-2017
1363,Fully Paid,,8.0,,,10.0,9055.5176728793,8000.0,8000.0,0.0,2015-09-01,Sep-2018
1364,Fully Paid,,22.0,,,32.0,16402.630006974097,15000.0,15000.0,1.0,2015-09-01,Dec-2016
1365,Charged Off,,10.0,,,,12696.64,10000.0,10000.0,2.0,2015-09-01,Jan-2018
1366,Current,,18.0,,,29.0,20236.32,20000.0,20000.0,0.0,2015-09-01,Mar-2019
1367,Charged Off,,13.0,,,30.0,2788.69,11550.0,11550.0,1.0,2015-09-01,Aug-2016
1368,Charged Off,,20.0,,,27.0,22363.2,35000.0,35000.0,0.0,2015-09-01,Jun-2017
1369,Fully Paid,,8.0,,,21.0,22516.862748688,20000.0,20000.0,0.0,2015-09-01,Sep-2018
1370,Charged Off,,11.0,,,,9570.95,35000.0,35000.0,1.0,2015-09-01,Jun-2016
1371,Fully Paid,,15.0,,,47.0,6034.5054611989,5000.0,5000.0,1.0,2015-09-01,Sep-2018
1372,Fully Paid,,14.0,,,47.0,29983.512575779,25000.0,25000.0,2.0,2015-09-01,Sep-2018
1373,Fully Paid,,6.0,,,,5642.9168673561,5000.0,5000.0,0.0,2015-09-01,May-2018
1374,Fully Paid,,7.0,,,,28210.517516745495,24000.0,24000.0,0.0,2015-09-01,Jun-2017
1375,Fully Paid,,15.0,,,74.0,11490.4952472065,10000.0,10000.0,1.0,2015-09-01,Jun-2017
1376,Fully Paid,,14.0,,,5.0,12113.8311272905,10000.0,10000.0,1.0,2015-09-01,Mar-2018
1377,Charged Off,,19.0,,,28.0,1536.56,5000.0,5000.0,2.0,2015-09-01,Apr-2016
1378,Current,,17.0,,,,14644.24,15000.0,15000.0,1.0,2015-09-01,Mar-2019
1379,Current,,9.0,,,,10948.37,12000.0,12000.0,0.0,2015-09-01,Mar-2019
1380,Fully Paid,,10.0,,,,11274.9685834307,10000.0,10000.0,0.0,2015-09-01,Oct-2018
1381,Fully Paid,,9.0,,,,33622.3657911439,28000.0,28000.0,0.0,2015-09-01,Apr-2018
1382,Fully Paid,,8.0,,,,11905.6975381772,11000.0,11000.0,0.0,2015-09-01,May-2018
1383,Fully Paid,,39.0,,,26.0,39500.5753876057,35000.0,35000.0,0.0,2015-09-01,Aug-2017
1384,Charged Off,,17.0,,,23.0,1958.46,12000.0,12000.0,1.0,2015-09-01,Apr-2016
1385,Fully Paid,,13.0,,,,5653.222166421,5000.0,5000.0,0.0,2015-09-01,Sep-2018
1386,Fully Paid,,17.0,,,,6364.7221181565,6000.0,6000.0,0.0,2015-09-01,Sep-2017
1387,Fully Paid,,18.0,,,54.0,8414.4147953388,6975.0,6975.0,0.0,2015-09-01,May-2017
1388,Fully Paid,,4.0,,,,3900.9100000427,3500.0,3500.0,0.0,2015-09-01,Oct-2016
1389,Charged Off,,6.0,,,,4342.03,3200.0,3200.0,1.0,2015-09-01,Aug-2018
1390,Fully Paid,,5.0,,,,11870.0403831249,10000.0,10000.0,0.0,2015-09-01,Sep-2018
1391,Current,,20.0,,,,26489.34,28000.0,28000.0,0.0,2015-09-01,Mar-2019
1392,Fully Paid,,17.0,,,48.0,28249.44,24000.0,24000.0,0.0,2015-09-01,Sep-2016
1393,Fully Paid,,9.0,,,,14509.4930663359,12000.0,12000.0,3.0,2015-10-01,Nov-2018
1394,Fully Paid,,11.0,,,,11154.533957469,10000.0,10000.0,0.0,2015-09-01,Sep-2018
1395,Fully Paid,,10.0,,,10.0,9049.1800000043,8000.0,8000.0,0.0,2015-09-01,Jul-2016
1396,Fully Paid,,21.0,,,,21819.19,17850.0,17850.0,0.0,2015-09-01,Oct-2016
1397,Fully Paid,,14.0,,,31.0,12565.71,12000.0,12000.0,0.0,2015-09-01,Jan-2016
1398,Charged Off,,14.0,,,3.0,16679.75,35000.0,35000.0,1.0,2015-09-01,Jan-2017
1399,Fully Paid,,7.0,,,,24613.275793395496,20000.0,20000.0,0.0,2015-09-01,Oct-2018
1400,Fully Paid,,6.0,,,44.0,7875.7612665025,6550.0,6550.0,0.0,2015-09-01,Oct-2018
1401,Fully Paid,,5.0,,,54.0,30349.811531530297,24000.0,24000.0,1.0,2015-09-01,Sep-2018
1402,Fully Paid,,7.0,,,8.0,11943.3594112941,9600.0,9600.0,1.0,2015-09-01,Nov-2018
1403,Fully Paid,,8.0,,,19.0,10830.5559271567,9600.0,9600.0,0.0,2015-09-01,Apr-2018
1404,Fully Paid,,24.0,,,,18452.2132330282,15000.0,15000.0,2.0,2015-09-01,Sep-2018
1405,Fully Paid,,13.0,,,,13253.9797943151,11000.0,11000.0,0.0,2015-09-01,Jun-2018
1406,Charged Off,,30.0,,,,21307.99,25000.0,25000.0,0.0,2015-09-01,Oct-2017
1407,Fully Paid,,13.0,,,28.0,7862.448648708,6550.0,6550.0,0.0,2015-09-01,Jan-2017
1408,Fully Paid,,10.0,,,,13924.076217567,12000.0,12000.0,0.0,2015-09-01,Sep-2018
1409,Fully Paid,,12.0,,,,19220.9778507257,15400.0,15400.0,0.0,2015-09-01,Jan-2017
1410,Fully Paid,,12.0,,,31.0,11132.7964585987,10000.0,10000.0,2.0,2015-09-01,Apr-2017
1411,Fully Paid,,13.0,,,25.0,24940.36,22000.0,22000.0,0.0,2015-09-01,Nov-2016
1412,Fully Paid,,10.0,,,48.0,11609.354483103798,10000.0,10000.0,0.0,2015-09-01,Sep-2018
1413,Fully Paid,,35.0,,,8.0,4999.21,4500.0,4500.0,1.0,2015-09-01,Sep-2016
1414,Charged Off,,24.0,,,,8974.64,30000.0,30000.0,0.0,2015-09-01,Jul-2016
1415,Fully Paid,,19.0,,,37.0,27317.9539972591,25000.0,25000.0,0.0,2015-09-01,Mar-2017
1416,Current,,18.0,,,,22812.3,21275.0,21275.0,0.0,2015-09-01,Mar-2019
1417,Current,,21.0,,,,29357.7,30000.0,30000.0,0.0,2015-09-01,Mar-2019
1418,Fully Paid,,3.0,,,,36527.85,35000.0,35000.0,1.0,2015-10-01,Jan-2016
1419,Fully Paid,,13.0,,,13.0,21574.0373852906,18000.0,18000.0,1.0,2015-09-01,Feb-2019
1420,Fully Paid,,14.0,,,63.0,4327.909052735,3600.0,3600.0,1.0,2015-09-01,Sep-2017
1421,Fully Paid,,7.0,,,23.0,18267.4779580465,16000.0,16000.0,0.0,2015-09-01,Apr-2017
1422,Fully Paid,,21.0,,,50.0,9209.26,9000.0,9000.0,0.0,2015-09-01,Jan-2016
1423,Fully Paid,,5.0,,,,25665.7076589738,22400.0,22400.0,1.0,2015-09-01,Nov-2017
1424,Fully Paid,,5.0,,,12.0,18006.458325392,16000.0,16000.0,1.0,2015-09-01,Sep-2018
1425,Fully Paid,,14.0,,,,8996.803625572,8000.0,8000.0,0.0,2015-09-01,Jul-2017
1426,Fully Paid,,8.0,,,20.0,7176.0032995096,5950.0,5950.0,0.0,2015-09-01,Feb-2017
1427,Fully Paid,,19.0,,,39.0,8296.1902684952,7500.0,7500.0,3.0,2015-09-01,Aug-2017
1428,Current,,11.0,,,,14828.66,14000.0,14000.0,0.0,2015-09-01,Mar-2019
1429,Fully Paid,,7.0,,,42.0,17809.1322451332,15000.0,15000.0,0.0,2015-09-01,Oct-2018
1430,Fully Paid,,8.0,,,,23740.1584467408,20000.0,20000.0,0.0,2015-09-01,Sep-2018
1431,Charged Off,,17.0,,,8.0,1408.06,8000.0,8000.0,0.0,2015-09-01,Nov-2015
1432,Fully Paid,,14.0,,,16.0,19811.502617942,16000.0,16000.0,0.0,2015-09-01,Dec-2017
1433,Fully Paid,,20.0,,,68.0,37465.8685522769,30000.0,30000.0,0.0,2015-09-01,Jan-2018
1434,Fully Paid,,13.0,,,15.0,30978.6803805077,28000.0,28000.0,0.0,2015-09-01,Jun-2017
1435,Fully Paid,,18.0,,,15.0,25648.8164473261,20000.0,20000.0,0.0,2015-09-01,May-2018
1436,Fully Paid,,14.0,,,8.0,10170.4941858836,9000.0,9000.0,2.0,2015-09-01,Sep-2018
1437,Fully Paid,,5.0,,,,7004.82,6400.0,6400.0,2.0,2015-09-01,Jul-2016
1438,Charged Off,,6.0,,,,3282.54,3500.0,3500.0,0.0,2015-09-01,Jan-2018
1439,Fully Paid,,9.0,,,34.0,9513.9111327157,8400.0,8400.0,0.0,2015-09-01,Apr-2017
1440,Fully Paid,,7.0,,,,5935.2519716639,5000.0,5000.0,0.0,2015-09-01,Dec-2017
1441,Fully Paid,,13.0,,,,11250.3562192904,9500.0,9500.0,0.0,2015-09-01,May-2018
1442,Fully Paid,,20.0,,,45.0,4916.8042495632,4000.0,4000.0,1.0,2015-09-01,Aug-2018
1443,Fully Paid,,18.0,,,22.0,24396.397503585,20000.0,20000.0,0.0,2015-09-01,Aug-2018
1444,Fully Paid,,4.0,,,12.0,34752.120004758995,30000.0,30000.0,0.0,2015-09-01,May-2016
1445,Fully Paid,,13.0,,,,31287.4111745076,25000.0,25000.0,0.0,2015-09-01,Jul-2018
1446,Charged Off,,7.0,,,,9996.58,18000.0,18000.0,0.0,2015-09-01,Sep-2016
1447,Current,,11.0,,,,36641.34,35000.0,35000.0,0.0,2015-09-01,Mar-2019
1448,Charged Off,,15.0,,,44.0,2681.13,10000.0,10000.0,0.0,2015-09-01,Jan-2016
1449,Fully Paid,,23.0,,,33.0,17963.677403288002,15000.0,15000.0,0.0,2015-09-01,Mar-2018
1450,Fully Paid,,12.0,,,74.0,13002.487803674,12000.0,12000.0,0.0,2015-09-01,Sep-2018
1451,Fully Paid,,11.0,,,,2120.72,2000.0,2000.0,5.0,2015-09-01,Feb-2016
1452,Fully Paid,,10.0,,,,7306.4700016011,6675.0,6675.0,0.0,2015-09-01,Mar-2016
1453,Fully Paid,,8.0,,,8.0,2708.4060151252,2500.0,2500.0,0.0,2015-09-01,Nov-2016
1454,Fully Paid,,11.0,,,47.0,25681.2504897334,20000.0,20000.0,2.0,2015-09-01,Mar-2018
1455,Fully Paid,,7.0,,,69.0,3211.692020978,2800.0,2800.0,0.0,2015-09-01,Aug-2018
1456,Fully Paid,,9.0,,,,14956.5773923265,13000.0,13000.0,0.0,2015-09-01,Sep-2018
1457,Fully Paid,,21.0,,,,22499.401374767203,20000.0,20000.0,0.0,2015-09-01,Jul-2018
1458,Late (31-120 days),,7.0,,,20.0,10347.49,10500.0,10500.0,0.0,2015-09-01,Feb-2019
1459,Fully Paid,,14.0,,,16.0,37283.5600018449,34000.0,34000.0,0.0,2015-09-01,Nov-2016
1460,Charged Off,,8.0,,,79.0,10470.49,15000.0,15000.0,1.0,2015-09-01,Sep-2017
1461,Fully Paid,,8.0,,,33.0,1260.9473431532,1000.0,1000.0,1.0,2015-09-01,Oct-2017
1462,Fully Paid,,8.0,,,26.0,7643.82,7200.0,7200.0,2.0,2015-09-01,Mar-2016
1463,Current,,21.0,,,35.0,11694.29,10900.0,10900.0,0.0,2015-09-01,Mar-2019
1464,Current,,10.0,,,45.0,28164.2,26500.0,26500.0,1.0,2015-09-01,Mar-2019
1465,Charged Off,,4.0,,,17.0,1793.0,7000.0,7000.0,0.0,2015-09-01,Apr-2016
1466,Fully Paid,,5.0,,,,6652.7743405848,6000.0,6000.0,0.0,2015-09-01,May-2018
1467,Fully Paid,,13.0,,,,25625.47,24000.0,24000.0,0.0,2015-09-01,May-2016
1468,Fully Paid,,18.0,,,16.0,5872.1266422706,5000.0,5000.0,0.0,2015-09-01,Jul-2017
1469,Current,,9.0,,,,21352.54,25000.0,25000.0,0.0,2015-09-01,Mar-2019
1470,Charged Off,,18.0,,,,19404.59,20275.0,20275.0,1.0,2015-09-01,Nov-2018
1471,Fully Paid,,20.0,,,22.0,3440.7623942449,3000.0,3000.0,0.0,2015-09-01,Oct-2018
1472,Fully Paid,,10.0,,,26.0,11742.7398768803,10000.0,10000.0,0.0,2015-09-01,Jul-2017
1473,Fully Paid,,9.0,,,30.0,23791.4046578411,20000.0,20000.0,0.0,2015-09-01,Sep-2018
1474,Fully Paid,,14.0,,,,20452.23,20000.0,20000.0,1.0,2015-09-01,Nov-2015
1475,Fully Paid,,7.0,,,,13211.15,12600.0,12600.0,1.0,2015-09-01,Jan-2016
1476,Current,,11.0,,,5.0,17752.95,19200.0,19200.0,0.0,2015-09-01,Mar-2019
1477,Fully Paid,,18.0,,,69.0,32666.276471880497,28000.0,28000.0,0.0,2015-09-01,Jun-2017
1478,Fully Paid,,15.0,,,81.0,10961.735676822,9000.0,9000.0,2.0,2015-09-01,Sep-2018
1479,Fully Paid,,13.0,,,,19828.407565512,17600.0,17600.0,0.0,2015-09-01,Sep-2018
1480,Fully Paid,,10.0,,,,17062.900000008,16000.0,16000.0,0.0,2015-10-01,Sep-2016
1481,Fully Paid,,10.0,,,,26446.5072239885,22000.0,22000.0,1.0,2015-09-01,Sep-2018
1482,Charged Off,,9.0,,,,956.8,4000.0,4000.0,3.0,2015-09-01,Dec-2015
1483,Charged Off,,11.0,,,35.0,4054.62,21750.0,21750.0,2.0,2015-09-01,Apr-2016
1484,Fully Paid,,10.0,,,,6562.01,6500.0,6500.0,0.0,2015-09-01,Oct-2015
1485,Charged Off,,6.0,,,,7243.98,20000.0,20000.0,1.0,2015-09-01,May-2016
1486,Fully Paid,,16.0,,,36.0,14850.266269012,11450.0,11450.0,0.0,2015-09-01,Sep-2018
1487,Current,,12.0,,,17.0,14832.04,16000.0,16000.0,0.0,2015-09-01,Mar-2019
1488,Fully Paid,,5.0,,,38.0,3231.3580768898,2400.0,2400.0,1.0,2015-09-01,May-2017
1489,Fully Paid,,13.0,,,,25785.644073459905,21000.0,21000.0,0.0,2015-09-01,Sep-2018
1490,Charged Off,,15.0,,,,11325.42,32000.0,32000.0,1.0,2015-09-01,Jul-2016
1491,Fully Paid,,19.0,,,33.0,23271.179671730497,21000.0,21000.0,1.0,2015-09-01,Aug-2017
1492,Current,,9.0,,,72.0,15814.98,16800.0,16800.0,1.0,2015-09-01,Mar-2019
1493,Fully Paid,,5.0,,,,9681.6071666907,8400.0,8400.0,0.0,2015-09-01,Jun-2017
1494,Fully Paid,,12.0,,,49.0,19487.5466458474,16000.0,16000.0,0.0,2015-09-01,Sep-2018
1495,Charged Off,,9.0,,,,354.65,2400.0,2400.0,1.0,2015-09-01,
1496,Fully Paid,,14.0,,,,9041.5174662761,8000.0,8000.0,0.0,2015-09-01,Sep-2018
1497,Fully Paid,,15.0,,,8.0,31595.5815648707,28000.0,28000.0,1.0,2015-09-01,Oct-2018
1498,Charged Off,,9.0,,,4.0,14815.05,20000.0,20000.0,0.0,2015-09-01,May-2017
1499,Fully Paid,,12.0,,,4.0,9750.568399698,8500.0,8500.0,3.0,2015-09-01,Sep-2018
1500,Fully Paid,,9.0,,,,46112.3428482388,30000.0,30000.0,1.0,2015-09-01,May-2018
1501,Current,,6.0,,,,22346.14,25000.0,25000.0,0.0,2015-09-01,Mar-2019
1502,Fully Paid,,9.0,,,,23845.5615117805,22000.0,22000.0,0.0,2015-08-01,Oct-2018
1503,Fully Paid,,7.0,,,,1108.6612646081,1000.0,1000.0,0.0,2015-09-01,Jan-2017
1504,Charged Off,,4.0,,,,1100.05,6400.0,6400.0,3.0,2015-09-01,Sep-2015
1505,Charged Off,,15.0,,,,11793.39,27275.0,27275.0,1.0,2015-09-01,Oct-2016
1506,Fully Paid,,11.0,,,,11119.009866311,10000.0,10000.0,0.0,2015-09-01,Sep-2018
1507,Fully Paid,,4.0,,,,4435.22284508,4000.0,4000.0,0.0,2015-09-01,Sep-2018
1508,Fully Paid,,8.0,,,13.0,9081.8362288316,8000.0,8000.0,0.0,2015-09-01,Mar-2017
1509,Charged Off,,13.0,,,23.0,16009.15,19850.0,19850.0,0.0,2015-09-01,Mar-2017
1510,Fully Paid,,7.0,,,,16983.5170694351,15000.0,15000.0,2.0,2015-09-01,Sep-2018
1511,Fully Paid,,6.0,,,62.0,29100.066180636,25000.0,25000.0,1.0,2015-09-01,Nov-2017
1512,Fully Paid,,11.0,,,,8547.1287422435,7000.0,7000.0,0.0,2015-09-01,Jan-2018
1513,Fully Paid,,17.0,,,,9874.9235314846,8750.0,8750.0,0.0,2015-09-01,Sep-2018
1514,Fully Paid,,19.0,,,19.0,32784.9444552582,28000.0,28000.0,1.0,2015-09-01,Mar-2017
1515,Fully Paid,,9.0,,,,16451.8764771135,15000.0,15000.0,1.0,2015-08-01,Apr-2018
1516,Fully Paid,,13.0,,,,6161.27,6000.0,6000.0,0.0,2015-09-01,Nov-2015
1517,Fully Paid,,15.0,,,,10315.0586743939,8400.0,8400.0,0.0,2015-09-01,Aug-2018
1518,Charged Off,,15.0,,,,4422.08,8000.0,8000.0,0.0,2015-08-01,Nov-2016
1519,Current,,7.0,,,33.0,21681.43,20000.0,20000.0,1.0,2015-09-01,Mar-2019
1520,Fully Paid,,6.0,,,,7798.6000000814,7000.0,7000.0,0.0,2015-08-01,Nov-2016
1521,Current,,14.0,,,,18324.65,20000.0,20000.0,0.0,2015-09-01,Mar-2019
1522,Fully Paid,,6.0,,,,32122.7600031798,28000.0,28000.0,0.0,2015-09-01,Sep-2016
1523,Charged Off,,11.0,,,9.0,1840.12,4350.0,4350.0,4.0,2015-09-01,Jun-2016
1524,Charged Off,,15.0,,,49.0,9964.71,9300.0,9300.0,2.0,2015-08-01,Oct-2017
1525,Fully Paid,,12.0,,,17.0,21244.62,20000.0,20000.0,0.0,2015-09-01,Jul-2016
1526,Charged Off,,12.0,,,,697.11,5000.0,5000.0,2.0,2015-09-01,Jan-2016
1527,Fully Paid,,8.0,,,,3475.7166403289,2800.0,2800.0,0.0,2015-08-01,Sep-2018
1528,Fully Paid,,6.0,,,35.0,4298.397142065201,4000.0,4000.0,0.0,2015-09-01,Jan-2017
1529,Late (31-120 days),,8.0,,,,28364.73,29475.0,29475.0,0.0,2015-09-01,Dec-2018
1530,Charged Off,,14.0,,,,27133.89,28800.0,28800.0,0.0,2015-09-01,Jun-2018
1531,Charged Off,,13.0,,,,4812.23,10000.0,10000.0,1.0,2015-09-01,Jun-2016
1532,Charged Off,,9.0,,,,11226.16,18000.0,18000.0,1.0,2015-08-01,Aug-2017
1533,Fully Paid,,24.0,,,10.0,11837.111213023602,10000.0,10000.0,2.0,2015-09-01,Aug-2017
1534,Fully Paid,,9.0,,,,22805.86,20000.0,20000.0,2.0,2015-09-01,Jun-2016
1535,Fully Paid,,6.0,,,,13078.68,12000.0,12000.0,0.0,2015-08-01,Sep-2016
