user_id,loan_status,real_name_verified,age,is_student,is_blacklisted,is_unhealthy_4g_user,network_age_months,last_payment_months_ago,last_payment_amount,avg_monthly_spending_6_months,current_bill_total,current_account_balance,has_outstanding_payment,call_fee_sensitivity,contacts_this_month,is_frequent_mall_visitor,avg_mall_visits_3_months,visited_fuzhou_cangshan_wanda,visited_fuzhou_sam_club,watched_movie,visited_scenic_spot,used_sports_facility,online_shopping_app_usage,logistics_app_usage,finance_app_usage,video_app_usage,airplane_app_usage,train_app_usage,travel_info_app_usage,credit_score,created_at,updated_at
2045,Fully Paid,False,,False,True,False,,4.0,917.92,134.18,4000.0,35574.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Jan-2018
2046,Fully Paid,False,,False,False,False,2.0,,254.68,255.04,8000.0,25070.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,Jul-2018
2047,Fully Paid,False,,False,False,False,1.0,56.0,348.23,348.44,10800.0,44529.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,Jul-2018
2048,Fully Paid,False,,False,False,False,,,7157.15,335.45,10000.0,359036.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,Aug-2016
2049,Fully Paid,False,,False,False,False,,,235.83,478.68,15300.0,47661.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Jul-2018
2050,Fully Paid,True,,False,False,False,7.0,34.0,2342.47,270.83,8000.0,56125.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Dec-2017
2051,Fully Paid,False,,False,False,False,,,270.8,271.01,8400.0,20499.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,Jul-2018
2052,Charged Off,True,,False,False,False,,,366.59,366.59,14075.0,28389.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,Jan-2017
2053,Charged Off,False,,False,False,False,,,389.89,389.89,15400.0,22105.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,Mar-2018
2054,Charged Off,False,,False,False,False,,,652.13,652.13,30000.0,31309.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-07-01,Nov-2016
2055,Fully Paid,False,,False,False,False,,61.0,174.55,161.32,5000.0,6947.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Aug-2018
2056,Fully Paid,False,,False,False,False,6.0,,9703.81,298.87,15000.0,413704.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,810.0,2015-07-01,Aug-2017
2057,Fully Paid,False,,False,False,False,,71.0,18556.5,814.21,35000.0,179626.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Jun-2018
2058,Current,False,,False,True,False,,16.0,647.27,647.27,26050.0,274990.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Mar-2019
2059,Current,False,,False,False,False,2.0,,651.14,651.14,25000.0,43756.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,Mar-2019
2060,Fully Paid,True,,False,False,False,1.0,,2940.53,184.97,6000.0,23272.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-07-01,May-2016
2061,Fully Paid,True,,False,False,False,,30.0,34050.01,843.9,35000.0,338273.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Dec-2015
2062,Fully Paid,True,,False,False,False,,,18260.22,827.42,33300.0,50958.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-07-01,Jun-2018
2063,Fully Paid,False,,False,False,False,1.0,66.0,2574.73,433.66,14400.0,44689.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,720.0,2015-07-01,Feb-2018
2064,In Grace Period,True,,False,False,False,1.0,,310.03,310.03,10400.0,79752.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Feb-2019
2065,Fully Paid,False,,False,False,False,3.0,37.0,2782.15,160.1,4800.0,150694.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Feb-2017
2066,Fully Paid,False,,False,False,False,,73.0,193.88,219.94,7000.0,170988.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-07-01,Jul-2018
2067,Fully Paid,False,,False,True,False,4.0,10.0,202.15,205.04,6000.0,124441.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,May-2018
2068,Fully Paid,True,,False,True,False,,11.0,10965.25,322.44,14400.0,141627.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Mar-2017
2069,Fully Paid,True,,False,False,False,,,26094.7,899.28,35000.0,36202.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Jun-2017
2070,Fully Paid,True,,False,False,False,,59.0,14291.92,503.12,14000.0,190529.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Aug-2015
2071,Charged Off,True,,False,False,False,,,157.12,157.12,4275.0,11992.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Feb-2016
2072,Fully Paid,False,,False,False,False,1.0,,914.76,457.97,15000.0,52184.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,725.0,2015-07-01,Jul-2018
2073,Current,False,,False,True,False,4.0,18.0,361.67,361.67,15000.0,314675.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,720.0,2015-07-01,Mar-2019
2074,Current,False,,False,False,False,,59.0,675.12,675.12,28000.0,126740.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-07-01,Mar-2019
2075,Fully Paid,False,,False,False,False,5.0,,14458.64,491.01,15000.0,592658.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Oct-2015
2076,Charged Off,False,,False,True,False,,12.0,512.6,512.6,15000.0,58761.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Aug-2016
2077,Fully Paid,False,,False,False,False,,,366.36,366.37,12000.0,10431.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-07-01,Aug-2018
2078,Charged Off,True,,False,False,False,,,200.0,1353.85,33700.0,62778.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-08-01,Nov-2016
2079,Charged Off,False,,False,False,False,,,472.14,472.14,20000.0,106303.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,760.0,2015-07-01,Nov-2016
2080,Current,False,,False,True,False,,18.0,277.66,277.66,12400.0,143568.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,Mar-2019
2081,Fully Paid,True,,False,False,False,,,194.43,194.87,5500.0,3960.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Jul-2018
2082,Fully Paid,False,,False,True,False,,4.0,518.78,519.03,17000.0,149977.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-07-01,Jul-2018
2083,Charged Off,False,,False,True,False,,6.0,338.54,338.54,10000.0,39091.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Sep-2016
2084,Fully Paid,False,,False,False,False,1.0,67.0,223.28,241.76,6700.0,87055.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,May-2018
2085,Fully Paid,False,,False,False,False,7.0,67.0,8104.5,301.91,9000.0,8044.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Jan-2016
2086,Charged Off,True,,False,False,False,8.0,72.0,209.5,209.5,6400.0,41140.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Oct-2016
2087,Fully Paid,True,,False,False,False,,31.0,14599.3,572.4,16750.0,194567.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Mar-2016
2088,Charged Off,True,,False,False,False,,,302.87,302.87,7825.0,15786.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Mar-2016
2089,Current,False,,False,False,False,,,352.3,352.3,13300.0,20584.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Mar-2019
2090,Fully Paid,False,,False,False,False,,60.0,9782.51,513.9,20425.0,279562.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Oct-2018
2091,Fully Paid,True,,False,False,False,,,14131.04,482.92,14000.0,18757.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,750.0,2015-07-01,Aug-2015
2092,Fully Paid,True,,False,False,False,,,197.59,197.95,6000.0,94221.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-07-01,Jul-2018
2093,Fully Paid,False,,False,True,False,,10.0,1073.38,533.65,16000.0,48760.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Jun-2018
2094,Fully Paid,False,,False,False,False,,,297.82,400.24,12000.0,189775.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,760.0,2015-07-01,Apr-2016
2095,Fully Paid,False,,False,True,False,2.0,16.0,6700.83,215.79,7000.0,114713.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-07-01,Oct-2015
2096,Fully Paid,False,,False,False,False,,29.0,11177.37,677.85,30000.0,347965.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Feb-2019
2097,Charged Off,False,,False,False,False,3.0,,422.85,422.85,11225.0,11264.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Feb-2017
2098,Fully Paid,True,,False,False,False,,33.0,11868.67,846.33,25000.0,158051.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,May-2017
2099,Fully Paid,True,,False,False,False,,45.0,12.23,359.61,10425.0,19072.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,May-2018
2100,Fully Paid,False,,False,False,False,5.0,,25077.65,651.37,28000.0,800720.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-07-01,Jun-2016
2101,Fully Paid,False,,False,False,False,2.0,,6424.92,250.29,8000.0,6881.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,740.0,2015-07-01,May-2016
2102,In Grace Period,False,,False,True,False,1.0,18.0,295.34,295.34,12000.0,69126.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Mar-2019
2103,Fully Paid,False,,False,False,False,9.0,24.0,256.41,256.46,8400.0,343494.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-07-01,Aug-2018
2104,Fully Paid,False,,False,False,False,5.0,,6544.31,344.02,13475.0,273639.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Oct-2018
2105,Fully Paid,False,,False,False,False,2.0,,13828.86,364.57,14400.0,33987.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Feb-2016
2106,Fully Paid,False,,False,True,False,8.0,17.0,14574.6,582.28,17200.0,11998.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Mar-2016
2107,Charged Off,False,,False,False,False,,,330.13,330.13,9100.0,104080.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Oct-2015
2108,Charged Off,False,,False,False,False,3.0,,560.84,560.84,17000.0,32028.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,Feb-2016
2109,Charged Off,False,,False,False,False,2.0,,360.83,360.83,10000.0,14533.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-07-01,Jul-2016
2110,Fully Paid,False,,False,False,False,1.0,,154.61,154.99,5000.0,38910.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,Jul-2018
2111,Fully Paid,True,,False,False,False,,41.0,12230.97,397.33,15000.0,363960.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Feb-2017
2112,Current,False,,False,False,False,,32.0,8235.88,735.88,29900.0,217137.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-07-01,Mar-2019
2113,Fully Paid,False,,False,False,False,,,125.6,125.68,4000.0,18541.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-07-01,Aug-2018
2114,Fully Paid,False,,False,True,False,8.0,23.0,16240.89,704.45,21000.0,139950.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,Jul-2016
2115,Charged Off,False,,False,True,False,,9.0,506.78,506.78,17000.0,29240.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Dec-2016
2116,Charged Off,False,,False,True,False,,5.0,304.68,304.68,9000.0,62151.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Feb-2017
2117,Fully Paid,True,,False,True,False,5.0,24.0,12190.93,344.45,13225.0,239271.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,May-2016
2118,Fully Paid,False,,False,False,False,8.0,81.0,225.73,225.84,7000.0,48560.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Jul-2018
2119,Fully Paid,True,,False,False,False,6.0,,724.29,724.38,21000.0,60356.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Jul-2018
2120,Fully Paid,False,,False,False,False,4.0,,135.69,283.44,8000.0,12018.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Jul-2016
2121,Fully Paid,False,,False,False,False,,60.0,6375.88,234.08,7450.0,248104.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Mar-2016
2122,Fully Paid,False,,False,False,False,2.0,,16585.67,600.36,18000.0,39270.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Dec-2015
2123,Fully Paid,True,,False,False,False,,,867.0,188.52,6000.0,30274.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Mar-2016
2124,Fully Paid,False,,False,True,False,,21.0,31.34,329.91,10500.0,36705.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Apr-2017
2125,Fully Paid,False,,False,False,False,,,392.72,392.81,12000.0,94070.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,Jul-2018
2126,Charged Off,False,,False,False,False,,,486.86,486.86,18000.0,24243.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-07-01,Mar-2017
2127,Fully Paid,False,,False,False,False,,78.0,3096.59,109.97,3500.0,20625.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Jan-2016
2128,Fully Paid,False,,False,False,False,,,1066.3,533.65,16000.0,71928.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Jun-2018
2129,Charged Off,False,,False,False,False,7.0,,558.32,558.32,24000.0,154630.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-07-01,Jan-2018
2130,Fully Paid,False,,False,False,False,5.0,,4450.24,188.52,6000.0,82132.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-07-01,Oct-2016
2131,Fully Paid,False,,False,False,False,,,576.04,576.12,17600.0,339794.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Jul-2018
2132,Fully Paid,False,,False,True,False,8.0,9.0,675.77,675.77,21600.0,124856.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Aug-2018
2133,Fully Paid,False,,False,False,False,,66.0,2113.94,157.1,5000.0,104533.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-07-01,Jun-2017
2134,Fully Paid,False,,False,False,False,,72.0,628.37,628.39,20000.0,177194.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,725.0,2015-07-01,Jul-2018
2135,Fully Paid,False,,False,True,False,,6.0,352.57,338.54,10000.0,230138.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Aug-2018
2136,Charged Off,False,,False,False,False,2.0,,289.34,289.34,12000.0,41336.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Dec-2017
2137,Fully Paid,False,,False,False,False,1.0,,6677.66,464.58,14400.0,39608.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-07-01,Jan-2017
2138,Fully Paid,False,,False,False,False,,,18468.33,468.82,18000.0,42137.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Aug-2015
2139,Fully Paid,True,,False,False,False,,42.0,982.0,982.02,30000.0,179085.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Jul-2018
2140,Fully Paid,False,,False,False,False,,30.0,20655.46,763.28,25000.0,276957.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Mar-2016
2141,Fully Paid,True,,False,False,False,4.0,,14048.07,417.74,16500.0,34968.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Oct-2016
2142,Fully Paid,False,,False,False,False,,,13208.53,710.08,29450.0,495024.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-07-01,Nov-2018
2143,Fully Paid,True,,False,False,False,,,10380.74,654.68,20000.0,261812.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-07-01,Mar-2017
2144,Fully Paid,True,,False,False,False,,,17912.96,418.74,18000.0,348187.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Oct-2015
2145,Fully Paid,True,,False,False,False,1.0,,18982.63,745.56,27000.0,276835.0,False,,5.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Nov-2017
2146,Fully Paid,True,,False,False,False,9.0,,412.85,207.05,6325.0,269516.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,Jun-2018
2147,Fully Paid,False,,False,False,False,7.0,,632.05,632.42,21000.0,181593.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-07-01,Jul-2018
2148,Fully Paid,True,,False,False,False,,,1265.05,147.92,4175.0,68039.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-07-01,Dec-2017
2149,Fully Paid,False,,False,False,False,,71.0,5363.68,413.94,12000.0,152341.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Jun-2017
2150,Fully Paid,False,,False,True,False,3.0,15.0,253.62,253.69,7750.0,11689.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-07-01,Jul-2018
2151,Fully Paid,False,,False,False,False,2.0,,7599.41,420.83,12200.0,170752.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-07-01,Dec-2016
2152,Charged Off,False,,False,True,False,7.0,15.0,497.04,497.04,18000.0,158660.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Jun-2016
2153,Charged Off,False,,False,True,False,,5.0,45.38,607.62,24000.0,110118.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Nov-2016
2154,Current,True,,False,False,False,8.0,33.0,865.53,865.53,32000.0,399895.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-08-01,Mar-2019
2155,Fully Paid,True,,False,False,False,,,5486.13,926.06,29600.0,70156.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-07-01,Feb-2018
2156,Fully Paid,False,,False,False,False,,77.0,15468.85,565.56,18000.0,45915.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Feb-2016
2157,Fully Paid,False,,False,True,False,,,169.08,169.27,5000.0,9416.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Jul-2018
2158,Fully Paid,False,,False,True,False,8.0,22.0,197.56,210.81,7000.0,266904.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,795.0,2015-07-01,Jun-2018
2159,Fully Paid,True,,False,False,False,,,13288.8,651.29,18050.0,180494.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,Aug-2016
2160,Fully Paid,False,,False,False,False,,,941.56,941.88,28550.0,43544.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-07-01,Jul-2018
2161,Current,False,,False,True,False,,8.0,283.28,283.28,12000.0,140058.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Mar-2019
2162,Fully Paid,True,,False,False,False,8.0,57.0,4105.0,213.89,6000.0,14879.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Oct-2016
2163,Charged Off,True,,False,True,False,8.0,9.0,966.47,966.47,35000.0,38944.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Oct-2017
2164,Fully Paid,False,,False,False,False,9.0,,80.66,80.66,2500.0,25781.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,720.0,2015-07-01,Jul-2018
2165,Fully Paid,True,,False,True,False,,18.0,24233.21,900.54,27000.0,173269.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-07-01,Jan-2016
2166,Fully Paid,False,,False,False,False,4.0,,1009.9,204.03,6400.0,101441.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Mar-2018
2167,Fully Paid,False,,False,True,False,,6.0,582.04,195.91,5400.0,37209.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,May-2018
2168,Fully Paid,False,,False,True,False,5.0,15.0,733.1,31.88,1000.0,146969.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Jul-2016
2169,Charged Off,True,,False,False,False,3.0,,357.59,357.59,15600.0,45494.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,685.0,2015-07-01,May-2017
2170,Charged Off,False,,False,False,False,,32.0,289.34,289.34,12000.0,204761.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,May-2016
2171,Fully Paid,False,,False,False,False,,,1656.6,154.99,5000.0,13359.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,680.0,2015-07-01,Sep-2017
2172,Fully Paid,False,,False,False,False,2.0,,6832.34,225.95,10000.0,22452.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Aug-2017
2173,Fully Paid,False,,False,False,False,2.0,,245.25,252.97,8400.0,303767.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,765.0,2015-07-01,Jun-2018
2174,Fully Paid,False,,False,True,False,5.0,7.0,343.84,344.15,11000.0,44518.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-07-01,Jul-2018
2175,Charged Off,True,,False,False,False,,74.0,220.08,220.08,10000.0,153654.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,740.0,2015-07-01,Feb-2018
2176,Fully Paid,True,,False,False,False,,28.0,246.34,34.18,1000.0,25990.0,False,,3.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Aug-2016
2177,Fully Paid,False,,False,False,False,9.0,79.0,9859.84,432.77,16000.0,29934.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Apr-2018
2178,Charged Off,False,,False,False,False,,,568.01,568.01,21000.0,154781.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Dec-2016
2179,Fully Paid,False,,False,False,False,5.0,,2464.36,314.2,10000.0,171555.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Dec-2017
2180,Charged Off,True,,False,True,False,,10.0,270.88,270.88,10400.0,27160.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Jun-2018
2181,Charged Off,True,,False,False,False,,,281.85,281.85,10000.0,6838.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,705.0,2015-07-01,Oct-2018
2182,Charged Off,False,,False,False,False,6.0,,375.43,375.43,12000.0,23503.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Jan-2016
2183,Fully Paid,False,,False,False,False,,,6736.44,307.56,9000.0,9588.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Jul-2016
2184,Fully Paid,False,,False,False,False,,,774.64,263.93,8000.0,22636.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,745.0,2015-07-01,Aug-2016
2185,Fully Paid,False,,False,False,False,,25.0,13799.81,385.1,16800.0,223684.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Nov-2016
2186,Fully Paid,False,,False,False,False,4.0,,6428.81,750.86,24000.0,171615.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,Oct-2017
2187,Fully Paid,False,,False,False,False,8.0,,335.79,335.84,11000.0,12869.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-07-01,Jul-2018
2188,Fully Paid,False,,False,False,False,1.0,,494.61,494.86,15000.0,63413.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Jul-2018
2189,Fully Paid,False,,False,False,False,7.0,,1272.68,184.97,6000.0,40922.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,715.0,2015-07-01,Jan-2018
2190,Fully Paid,False,,False,False,False,,,8161.68,583.72,23200.0,472835.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,765.0,2015-07-01,Jan-2016
2191,Current,True,,False,False,False,4.0,,833.45,833.45,32000.0,321680.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,700.0,2015-07-01,Mar-2019
2192,Fully Paid,False,,False,False,False,,,7516.57,258.1,8000.0,36333.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,695.0,2015-07-01,Nov-2015
2193,Fully Paid,False,,False,False,False,,,7.88,562.31,15300.0,24867.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,710.0,2015-07-01,Aug-2018
2194,Fully Paid,False,,False,False,False,5.0,,956.74,956.84,28000.0,173152.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,730.0,2015-07-01,Jul-2018
2195,Charged Off,False,,False,False,False,2.0,24.0,396.14,396.14,18000.0,157151.0,False,,2.0,False,,False,False,False,False,False,,,,,,,,675.0,2015-07-01,Dec-2017
2196,Fully Paid,False,,False,False,False,8.0,,6936.69,248.48,10000.0,187592.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,690.0,2015-07-01,Oct-2017
2197,Fully Paid,True,,False,False,False,1.0,,176.96,177.15,5000.0,181351.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,670.0,2015-07-01,Jul-2018
2198,Fully Paid,True,,False,False,False,8.0,,28377.1,841.81,33250.0,106834.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,800.0,2015-07-01,Oct-2016
2199,Current,False,,False,False,False,8.0,,325.81,325.81,16000.0,150352.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,720.0,2015-07-01,Mar-2019
2200,Fully Paid,False,,False,False,False,7.0,56.0,9305.69,253.07,11200.0,363257.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,665.0,2015-07-01,Oct-2016
2201,Fully Paid,False,,False,False,False,,24.0,1462.75,377.04,12000.0,20230.0,False,,1.0,False,,False,False,False,False,False,,,,,,,,660.0,2015-07-01,Mar-2017
2202,Fully Paid,False,,False,False,False,3.0,,270.77,271.04,9000.0,136578.0,False,,0.0,False,,False,False,False,False,False,,,,,,,,820.0,2015-07-01,Jul-2018
