id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
60942690,,10000.0,10000.0,10000.0, 36 months,9.99,322.63,B,B3,Operations Manager,10+ years,MORTGAGE,94000.0,Not Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60942690,,credit_card,Credit card refinancing,537xx,WI,27.09,0.0,Oct-1996,720.0,724.0,2.0,31.0,,13.0,0.0,11964.0,64.0,30.0,w,0.0,0.0,10677.94,10677.94,10000.0,677.94,0.0,0.0,0.0,Jul-2016,8108.0,,Jan-2019,719.0,715.0,0.0,40.0,1.0,Individual,,,,0.0,0.0,292361.0,,,,,,,,,,,,18700.0,,,,5.0,22489.0,2436.0,83.1,0.0,0.0,130.0,227.0,4.0,1.0,6.0,12.0,31.0,1.0,31.0,1.0,4.0,4.0,5.0,10.0,10.0,8.0,14.0,4.0,13.0,0.0,0.0,0.0,4.0,80.0,80.0,0.0,0.0,325771.0,47287.0,14400.0,50571.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60922689,,10000.0,10000.0,10000.0, 36 months,5.32,301.15,A,A1,Sales,2 years,OWN,80000.0,Not Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60922689,,credit_card,Credit card refinancing,913xx,CA,17.4,0.0,Nov-1989,790.0,794.0,0.0,,,11.0,0.0,13522.0,17.8,14.0,w,0.0,0.0,10829.25,10829.25,10000.0,829.25,0.0,0.0,0.0,Oct-2018,302.31,,Mar-2019,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,30874.0,,,,,,,,,,,,75800.0,,,,1.0,2807.0,59567.0,17.6,0.0,0.0,14.0,310.0,29.0,14.0,0.0,29.0,,,,0.0,4.0,5.0,8.0,9.0,1.0,10.0,13.0,5.0,11.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100800.0,30874.0,72300.0,25000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60477353,,8000.0,8000.0,8000.0, 36 months,6.24,244.25,A,A2,HR Administrator,1 year,RENT,73700.0,Not Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60477353,,other,Other,201xx,VA,29.33,0.0,Dec-1997,730.0,734.0,0.0,62.0,,20.0,0.0,5761.0,14.2,46.0,w,0.0,0.0,8779.755136922,8779.76,8000.0,779.76,0.0,0.0,0.0,Jul-2018,969.31,,Jul-2018,779.0,775.0,0.0,62.0,1.0,Individual,,,,0.0,0.0,90056.0,,,,,,,,,,,,40500.0,,,,3.0,4503.0,15738.0,24.3,0.0,0.0,169.0,213.0,11.0,4.0,1.0,11.0,,4.0,,1.0,4.0,7.0,4.0,10.0,23.0,10.0,22.0,7.0,20.0,0.0,0.0,0.0,2.0,97.7,0.0,0.0,0.0,138599.0,90056.0,20800.0,98099.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60772754,,20000.0,20000.0,20000.0, 60 months,10.99,434.75,B,B4,Analyst,10+ years,MORTGAGE,149000.0,Not Verified,2015-10-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60772754,,debt_consolidation,Debt consolidation,216xx,MD,12.63,0.0,Nov-1993,740.0,744.0,1.0,,,9.0,0.0,19106.0,69.5,19.0,w,7549.83,7549.83,17885.8,17885.8,12450.17,5435.63,0.0,0.0,0.0,Mar-2019,434.75,Apr-2019,Mar-2019,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,557078.0,,,,,,,,,,,,27500.0,,,,5.0,69635.0,8213.0,61.8,0.0,0.0,125.0,262.0,2.0,2.0,3.0,25.0,,0.0,,0.0,2.0,3.0,3.0,4.0,8.0,5.0,8.0,3.0,9.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,589210.0,53638.0,21500.0,54210.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
61036219,,4500.0,4500.0,4500.0, 36 months,7.26,139.49,A,A4,Senior Operation Supervisor,10+ years,RENT,76500.0,Source Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61036219,,home_improvement,Home improvement,750xx,TX,14.51,0.0,Apr-1986,705.0,709.0,0.0,,,15.0,0.0,11265.0,31.4,26.0,w,0.0,0.0,5006.0647072254,5006.06,4500.0,506.06,0.0,0.0,0.0,May-2018,824.99,,Nov-2018,704.0,700.0,0.0,,1.0,Individual,,,,0.0,227.0,18419.0,,,,,,,,,,,,35900.0,,,,2.0,1228.0,12733.0,32.3,0.0,0.0,229.0,353.0,4.0,4.0,0.0,4.0,,,,0.0,3.0,8.0,6.0,7.0,5.0,14.0,21.0,8.0,15.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,67286.0,18419.0,18800.0,31386.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60741771,,12000.0,12000.0,12000.0, 60 months,15.61,289.34,D,D1,Manager,6 years,RENT,55000.0,Source Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60741771,,debt_consolidation,Debt consolidation,111xx,NY,21.04,0.0,Jul-2004,660.0,664.0,0.0,63.0,,12.0,0.0,10391.0,74.2,22.0,w,0.0,0.0,13898.36,13898.36,12000.0,1898.36,0.0,0.0,0.0,Nov-2016,6947.09,,Sep-2018,574.0,570.0,0.0,63.0,1.0,Individual,,,,0.0,0.0,30924.0,,,,,,,,,,,,14000.0,,,,4.0,2577.0,1968.0,80.7,0.0,0.0,134.0,110.0,9.0,9.0,0.0,14.0,63.0,14.0,63.0,4.0,5.0,7.0,5.0,9.0,10.0,7.0,11.0,7.0,12.0,0.0,0.0,0.0,1.0,72.7,60.0,0.0,0.0,32998.0,30924.0,10200.0,17125.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60902898,,20000.0,20000.0,20000.0, 36 months,11.53,659.81,B,B5,CAD Service Manager,8 years,RENT,104000.0,Not Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60902898,,home_improvement,Home improvement,801xx,CO,34.31,0.0,Jun-1993,725.0,729.0,1.0,,,14.0,0.0,28993.0,53.7,42.0,w,0.0,0.0,22515.532095641094,22515.53,20000.0,2515.53,0.0,0.0,0.0,Feb-2017,12644.0,,Feb-2019,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,230889.0,,,,,,,,,,,,54000.0,,,,3.0,17761.0,25007.0,53.7,0.0,0.0,125.0,267.0,25.0,11.0,5.0,25.0,,1.0,,0.0,4.0,4.0,6.0,15.0,15.0,7.0,22.0,4.0,14.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,287586.0,84382.0,54000.0,66772.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60772785,,30000.0,30000.0,30000.0, 36 months,12.69,1006.35,C,C2,drilling superintendent,10+ years,OWN,225000.0,Source Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60772785,,debt_consolidation,Debt consolidation,774xx,TX,9.95,0.0,Apr-2003,705.0,709.0,0.0,,,11.0,0.0,12980.0,29.6,16.0,w,0.0,0.0,36301.0410704018,36301.04,30000.0,6250.72,50.32,0.0,0.0,Oct-2018,1023.83,,Mar-2019,664.0,660.0,0.0,,1.0,Individual,,,,0.0,0.0,77834.0,,,,,,,,,,,,43800.0,,,,11.0,7076.0,3039.0,79.2,0.0,0.0,148.0,45.0,4.0,1.0,1.0,14.0,,1.0,,0.0,2.0,5.0,2.0,2.0,7.0,8.0,8.0,5.0,11.0,0.0,0.0,0.0,5.0,100.0,50.0,0.0,0.0,117585.0,77834.0,14600.0,73785.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60813304,,24000.0,24000.0,24000.0, 60 months,13.99,558.32,C,C4,Managing Partner,3 years,MORTGAGE,300000.0,Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60813304,,debt_consolidation,Debt consolidation,805xx,CO,13.76,1.0,Nov-2001,660.0,664.0,1.0,7.0,,10.0,0.0,14795.0,68.2,39.0,w,0.0,0.0,30388.792600917,30388.79,24000.0,6388.79,0.0,0.0,0.0,Jan-2018,15909.78,,Mar-2019,729.0,725.0,0.0,38.0,1.0,Individual,,,,0.0,0.0,484284.0,,,,,,,,,,,,21700.0,,,,4.0,53809.0,6675.0,61.0,0.0,0.0,142.0,166.0,16.0,1.0,1.0,16.0,41.0,1.0,41.0,4.0,3.0,4.0,3.0,11.0,22.0,5.0,16.0,4.0,10.0,0.0,0.0,0.0,3.0,87.2,33.3,0.0,0.0,554316.0,150534.0,17100.0,144149.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60914000,,13000.0,13000.0,13000.0, 36 months,8.18,408.46,B,B1,Tech Support Manager,1 year,RENT,45000.0,Source Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60914000,,debt_consolidation,Debt consolidation,326xx,FL,16.85,0.0,Sep-1992,750.0,754.0,0.0,,,7.0,0.0,4671.0,16.1,17.0,w,0.0,0.0,14692.459632688,14692.46,13000.0,1692.46,0.0,0.0,0.0,Oct-2018,408.18,,Dec-2018,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,22615.0,,,,,,,,,,,,29000.0,,,,1.0,3231.0,24329.0,16.1,0.0,0.0,156.0,276.0,21.0,21.0,0.0,21.0,,23.0,,0.0,3.0,3.0,5.0,7.0,8.0,5.0,9.0,3.0,7.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,58882.0,22615.0,29000.0,29882.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60772125,,17000.0,17000.0,17000.0, 60 months,9.17,354.3,B,B2,Manager,10+ years,MORTGAGE,50000.0,Not Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60772125,,home_improvement,Home improvement,241xx,VA,16.8,0.0,Jun-1996,795.0,799.0,1.0,,,12.0,0.0,1741.0,3.5,33.0,w,0.0,0.0,19362.956313613002,19362.96,17000.0,2362.96,0.0,0.0,0.0,Jul-2017,12294.28,,Jul-2017,799.0,795.0,0.0,,1.0,Individual,,,,0.0,0.0,138908.0,,,,,,,,,,,,50000.0,,,,7.0,11576.0,35459.0,4.7,0.0,0.0,231.0,166.0,5.0,3.0,3.0,38.0,,3.0,,0.0,3.0,3.0,5.0,12.0,8.0,8.0,22.0,3.0,12.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,192545.0,30653.0,37200.0,32945.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
61036490,,26000.0,26000.0,26000.0, 60 months,19.99,688.7,E,E4,,,MORTGAGE,88000.0,Source Verified,2015-10-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61036490,,debt_consolidation,Debt consolidation,300xx,GA,12.49,0.0,Aug-1991,695.0,699.0,0.0,43.0,,8.0,0.0,14774.0,70.0,21.0,w,11219.65,11219.65,28385.03,28385.03,14780.35,13535.8,68.88,0.0,0.0,Mar-2019,688.7,Apr-2019,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,215106.0,,,,,,,,,,,,21100.0,,,,4.0,30729.0,2026.0,87.9,0.0,0.0,102.0,289.0,4.0,4.0,4.0,4.0,,16.0,,0.0,3.0,3.0,3.0,7.0,6.0,5.0,11.0,3.0,8.0,0.0,0.0,0.0,2.0,95.2,66.7,0.0,0.0,237622.0,59193.0,16800.0,50022.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60566938,,16000.0,16000.0,15900.0, 36 months,9.99,516.2,B,B3,Rn,10+ years,RENT,100000.0,Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60566938,,debt_consolidation,Debt consolidation,912xx,CA,25.62,4.0,Nov-1993,660.0,664.0,1.0,9.0,,17.0,0.0,39738.0,91.6,24.0,f,0.0,0.0,18578.0358330438,18461.92,16000.0,2578.04,0.0,0.0,0.0,Nov-2018,0.85,,Nov-2018,664.0,660.0,0.0,,1.0,Individual,,,,0.0,0.0,57514.0,,,,,,,,,,,,43400.0,,,,11.0,3383.0,2317.0,88.7,0.0,0.0,160.0,260.0,2.0,2.0,0.0,17.0,9.0,2.0,9.0,0.0,7.0,13.0,8.0,11.0,5.0,14.0,18.0,13.0,17.0,0.0,0.0,0.0,1.0,83.3,75.0,0.0,0.0,89212.0,57514.0,20500.0,32470.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60942086,,2500.0,2500.0,2500.0, 36 months,17.86,90.21,D,D5,Marketing Manager,5 years,RENT,50000.0,Source Verified,2015-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60942086,,moving,Moving and relocation,900xx,CA,20.38,0.0,Oct-2005,675.0,679.0,1.0,,,11.0,0.0,13117.0,81.5,30.0,f,0.0,0.0,3122.8770302993,3122.88,2500.0,622.88,0.0,0.0,0.0,Aug-2017,1230.95,,Mar-2018,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,49340.0,,,,,,,,,,,,16100.0,,,,2.0,4485.0,1396.0,88.0,0.0,0.0,115.0,119.0,34.0,9.0,0.0,62.0,,2.0,,0.0,4.0,6.0,5.0,8.0,18.0,8.0,12.0,6.0,11.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,52613.0,49340.0,11600.0,36513.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60741457,,10000.0,10000.0,10000.0, 36 months,17.86,360.83,D,D5,Registered,7 years,RENT,80000.0,Verified,2015-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60741457,,other,Other,484xx,MI,16.74,2.0,Sep-2005,690.0,694.0,3.0,17.0,,14.0,0.0,4431.0,33.8,24.0,f,0.0,0.0,12992.0998411453,12992.1,10000.0,2992.1,0.0,0.0,0.0,Nov-2018,12.14,,Mar-2019,514.0,510.0,0.0,17.0,1.0,Individual,,,,0.0,513.0,55727.0,,,,,,,,,,,,13100.0,,,,8.0,4644.0,251.0,77.2,0.0,0.0,120.0,54.0,3.0,1.0,0.0,9.0,,3.0,,4.0,2.0,5.0,2.0,3.0,17.0,5.0,6.0,5.0,14.0,0.0,0.0,2.0,6.0,81.8,50.0,0.0,0.0,74984.0,55727.0,1100.0,59933.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60822996,,35000.0,35000.0,35000.0, 36 months,8.18,1099.69,B,B1,Project Team Lead - Global ERP Implement,10+ years,MORTGAGE,135000.0,Verified,2015-09-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60822996,,debt_consolidation,Debt consolidation,750xx,TX,20.09,1.0,Sep-2001,705.0,709.0,0.0,10.0,,14.0,0.0,59654.0,40.0,29.0,f,0.0,0.0,12489.19,12489.19,7964.67,1916.63,0.0,2607.89,469.42020000919996,Jul-2016,1099.69,,Jan-2017,564.0,560.0,0.0,,1.0,Individual,,,,0.0,0.0,351595.0,,,,,,,,,,,,149100.0,,,,10.0,25114.0,85209.0,37.3,0.0,0.0,163.0,168.0,1.0,1.0,5.0,1.0,10.0,11.0,10.0,0.0,6.0,7.0,9.0,14.0,6.0,11.0,17.0,7.0,14.0,0.0,0.0,0.0,4.0,96.6,11.1,0.0,0.0,498391.0,79719.0,135900.0,22500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60802459,,14500.0,14500.0,14500.0, 36 months,12.29,483.62,C,C1,General Manager,< 1 year,MORTGAGE,38000.0,Verified,2015-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60802459,,debt_consolidation,Debt consolidation,562xx,MN,18.76,0.0,Jun-2000,710.0,714.0,0.0,,79.0,9.0,1.0,3565.0,30.2,16.0,f,0.0,0.0,16935.3221151674,16935.32,14500.0,2435.32,0.0,0.0,0.0,Aug-2017,6784.96,,Mar-2019,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,116995.0,,,,,,,,,,,,11800.0,,,,4.0,12999.0,8235.0,30.2,0.0,0.0,118.0,183.0,9.0,5.0,2.0,9.0,,7.0,,0.0,5.0,5.0,6.0,9.0,4.0,6.0,10.0,5.0,9.0,0.0,0.0,0.0,3.0,100.0,16.7,1.0,0.0,129823.0,11443.0,11800.0,12000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60942332,,12000.0,12000.0,12000.0, 60 months,13.99,279.16,C,C4,Solutions Specialist,3 years,RENT,68000.0,Source Verified,2015-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60942332,,debt_consolidation,Debt consolidation,970xx,OR,16.73,1.0,Mar-1998,690.0,694.0,2.0,21.0,,14.0,0.0,8336.0,31.5,31.0,f,0.0,0.0,15100.2201855674,15100.22,12000.0,3100.22,0.0,0.0,0.0,Dec-2017,8130.55,,Dec-2017,679.0,675.0,0.0,21.0,1.0,Individual,,,,0.0,0.0,55150.0,,,,,,,,,,,,26500.0,,,,7.0,3939.0,9064.0,47.9,0.0,0.0,127.0,210.0,6.0,3.0,0.0,11.0,26.0,4.0,21.0,0.0,3.0,3.0,5.0,10.0,15.0,7.0,16.0,3.0,14.0,0.0,0.0,1.0,4.0,67.7,40.0,0.0,0.0,69929.0,55150.0,17400.0,43429.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60932459,,13000.0,13000.0,13000.0, 36 months,6.89,400.75,A,A3,RN,7 years,OWN,85000.0,Source Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60932459,,debt_consolidation,Debt consolidation,799xx,TX,26.34,0.0,Mar-1996,680.0,684.0,0.0,,,20.0,0.0,15124.0,22.8,37.0,f,0.0,0.0,14417.0007289896,14417.0,13000.0,1417.0,0.0,0.0,0.0,Oct-2018,400.7,,Mar-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,834.0,66094.0,,,,,,,,,,,,66200.0,,,,6.0,3479.0,40622.0,26.5,0.0,0.0,105.0,141.0,12.0,12.0,1.0,12.0,,,,0.0,5.0,7.0,11.0,17.0,9.0,17.0,27.0,7.0,20.0,0.0,0.0,0.0,2.0,100.0,20.0,0.0,0.0,170586.0,66094.0,55300.0,104386.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60941801,,6000.0,6000.0,6000.0, 36 months,7.89,187.72,A,A5,Office Manager,8 years,RENT,58000.0,Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60941801,,debt_consolidation,Debt consolidation,951xx,CA,26.42,0.0,Feb-2005,755.0,759.0,0.0,,,9.0,0.0,7534.0,31.4,19.0,f,0.0,0.0,6706.0148821575,6706.01,6000.0,706.01,0.0,0.0,0.0,Aug-2018,192.69,,Jul-2018,824.0,820.0,0.0,,1.0,Individual,,,,0.0,0.0,59065.0,,,,,,,,,,,,24000.0,,,,6.0,7383.0,5827.0,56.2,0.0,0.0,84.0,127.0,3.0,3.0,0.0,3.0,,17.0,,0.0,2.0,3.0,3.0,7.0,6.0,7.0,13.0,3.0,9.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,86552.0,59065.0,13300.0,62552.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60892357,,28800.0,28800.0,28775.0, 60 months,13.33,660.17,C,C3,Business Analyst,< 1 year,RENT,69000.0,Source Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60892357,,debt_consolidation,Debt consolidation,223xx,VA,29.27,0.0,Jun-1988,705.0,709.0,0.0,,,9.0,0.0,68198.0,94.9,19.0,f,0.0,0.0,37847.9505936086,37815.1,28800.0,9047.95,0.0,0.0,0.0,Oct-2018,14649.33,,Nov-2018,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,71520.0,,,,,,,,,,,,71900.0,,,,0.0,8940.0,1339.0,97.0,0.0,0.0,166.0,327.0,40.0,40.0,2.0,52.0,,,,0.0,3.0,6.0,5.0,7.0,4.0,8.0,13.0,6.0,9.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,78337.0,71520.0,45100.0,6437.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60741141,,25000.0,25000.0,25000.0, 60 months,18.55,642.34,E,E2,Pricing Manager,10+ years,MORTGAGE,102000.0,Not Verified,2015-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60741141,,debt_consolidation,Debt consolidation,473xx,IN,18.12,1.0,Apr-1988,690.0,694.0,1.0,22.0,70.0,12.0,1.0,37093.0,20.1,33.0,w,0.0,0.0,33033.431065681696,33033.43,25000.0,8033.43,0.0,0.0,0.0,Sep-2017,18908.07,,Dec-2018,749.0,745.0,0.0,69.0,1.0,Individual,,,,0.0,0.0,67940.0,,,,,,,,,,,,72200.0,,,,8.0,5662.0,17941.0,24.6,0.0,0.0,150.0,329.0,8.0,3.0,2.0,8.0,69.0,3.0,69.0,1.0,1.0,2.0,3.0,7.0,10.0,9.0,20.0,2.0,11.0,0.0,0.0,0.0,4.0,92.9,0.0,1.0,0.0,122900.0,67940.0,23800.0,50700.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60962084,,25000.0,25000.0,24900.0, 36 months,7.26,774.91,A,A4,Managment,10+ years,MORTGAGE,78000.0,Not Verified,2015-10-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60962084,,debt_consolidation,Debt consolidation,378xx,TN,18.88,0.0,Aug-1997,735.0,739.0,0.0,,,13.0,0.0,34745.0,57.3,42.0,f,0.0,0.0,27876.3011900598,27764.8,25000.0,2876.3,0.0,0.0,0.0,Oct-2018,774.62,,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,201670.0,,,,,,,,,,,,60600.0,,,,3.0,16806.0,11920.0,73.0,0.0,0.0,140.0,217.0,2.0,2.0,6.0,71.0,,,,0.0,3.0,6.0,4.0,13.0,11.0,9.0,25.0,6.0,13.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,283453.0,37941.0,44200.0,30133.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60496869,,6000.0,6000.0,6000.0, 36 months,11.53,197.95,B,B5,Recruitment/Retention Coord.,6 years,RENT,28000.0,Not Verified,2015-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60496869,,debt_consolidation,Debt consolidation,088xx,NJ,35.49,0.0,May-1991,680.0,684.0,0.0,,80.0,9.0,1.0,5488.0,22.2,28.0,f,0.0,0.0,7122.003159884301,7122.0,6000.0,1122.0,0.0,0.0,0.0,Oct-2018,197.59,,Mar-2019,814.0,810.0,0.0,,1.0,Individual,,,,0.0,0.0,18907.0,,,,,,,,,,,,24700.0,,,,3.0,2363.0,14371.0,27.1,0.0,0.0,120.0,292.0,20.0,15.0,2.0,20.0,,15.0,,0.0,3.0,4.0,3.0,6.0,8.0,7.0,17.0,4.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,47288.0,18907.0,19700.0,22588.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60942191,,25000.0,25000.0,25000.0, 36 months,9.99,806.57,B,B3,Teacher,10+ years,MORTGAGE,75000.0,Source Verified,2015-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60942191,,credit_card,Credit card refinancing,076xx,NJ,15.22,1.0,Dec-1993,670.0,674.0,0.0,2.0,,9.0,0.0,34739.0,59.7,22.0,f,0.0,0.0,28068.206917294,28068.21,25000.0,3068.21,0.0,0.0,0.0,May-2017,13563.83,,Jun-2018,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,328120.0,,,,,,,,,,,,58200.0,,,,2.0,36458.0,13256.0,69.8,0.0,0.0,191.0,261.0,6.0,6.0,2.0,6.0,,17.0,2.0,0.0,3.0,7.0,4.0,5.0,3.0,8.0,17.0,7.0,9.0,0.0,0.0,0.0,1.0,95.5,50.0,0.0,0.0,358200.0,34739.0,43900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
